campaign_id,platform,campaign_objective,ad_placement,device_type,creative_format,retargeting_flag,quarter,impressions,clicks,conversions,ad_spend,revenue,profit,CTR,CPC,conversion_rate,CPA,ROAS,budget_action
CAMP_07521,LinkedIn,Lead Generation,Stories,Desktop,Video,False,3,13260,339,11,1769.58,5769.68,4000.1,2.557,5.22,3.245,160.87,3.26,Review
CAMP_05579,TikTok,App Installs,Search,Mobile,Carousel,True,2,46814,1217,15,2214.94,6212.7,3997.76,2.6,1.82,1.233,147.66,2.8,Review
CAMP_02792,Google Ads,Engagement,Search,Desktop,Image,False,4,29629,433,11,2424.8,6418.42,3993.62,1.461,5.6,2.54,220.44,2.65,Review
CAMP_09503,LinkedIn,Conversions,Stories,Mobile,Video,False,4,21646,602,14,4912.32,8904.66,3992.34,2.781,8.16,2.326,350.88,1.81,Review
CAMP_03143,Facebook,Conversions,Stories,Mobile,Video,False,1,146276,1844,17,4130.56,8120.62,3990.06,1.261,2.24,0.922,242.97,1.97,Review
CAMP_00101,Instagram,Brand Awareness,In-Stream Video,Desktop,Image,False,4,152812,2573,22,4168.26,8153.31,3985.05,1.684,1.62,0.855,189.47,1.96,Review
CAMP_03263,LinkedIn,Lead Generation,Stories,Desktop,Image,False,1,5234,189,6,1041.39,5010.6,3969.21,3.611,5.51,3.175,173.57,4.81,Review
CAMP_02158,Google Ads,Lead Generation,Search,Desktop,Image,True,3,26566,710,28,4586.6,8550.46,3963.86,2.673,6.46,3.944,163.81,1.86,Review
CAMP_02979,Google Ads,Conversions,Search,Mobile,Carousel,False,2,40767,452,8,1233.96,5196.89,3962.93,1.109,2.73,1.77,154.24,4.21,Review
CAMP_02752,Google Ads,Conversions,In-Stream Video,Mobile,Image,False,3,115108,1022,10,2483.46,6440.58,3957.12,0.888,2.43,0.978,248.35,2.59,Review
CAMP_04170,Facebook,Brand Awareness,Search,Mobile,Video,True,4,37738,1045,12,1274.9,5222.93,3948.03,2.769,1.22,1.148,106.24,4.1,Review
CAMP_07491,Instagram,Brand Awareness,Stories,Mobile,Image,False,1,500000,7037,36,8796.25,12737.55,3941.3,1.407,1.25,0.512,244.34,1.45,Review
CAMP_05201,LinkedIn,Lead Generation,Stories,Mobile,Image,False,1,17158,204,6,1448.4,5379.25,3930.85,1.189,7.1,2.941,241.4,3.71,Review
CAMP_07731,Facebook,Lead Generation,Feed,Mobile,Video,False,4,28241,1017,7,1332.27,5244.93,3912.66,3.601,1.31,0.688,190.32,3.94,Review
CAMP_09454,Facebook,Brand Awareness,Feed,Mobile,Image,False,3,180951,1081,8,1859.32,5770.6,3911.28,0.597,1.72,0.74,232.42,3.1,Review
CAMP_00808,Facebook,App Installs,Search,Desktop,Interactive,False,1,155049,1144,19,2036.32,5920.9,3884.58,0.738,1.78,1.661,107.17,2.91,Review
CAMP_02955,Facebook,App Installs,Feed,Mobile,Video,False,1,12268,500,8,910.0,4790.63,3880.63,4.076,1.82,1.6,113.75,5.26,Review
CAMP_09999,Facebook,Lead Generation,Stories,Mobile,Image,True,4,155858,1776,10,1101.12,4974.42,3873.3,1.139,0.62,0.563,110.11,4.52,Review
CAMP_09192,Instagram,Brand Awareness,Stories,Mobile,Video,False,4,35971,1118,10,3275.74,7144.47,3868.73,3.108,2.93,0.894,327.57,2.18,Review
CAMP_09198,Facebook,Engagement,Feed,Desktop,Carousel,False,4,136329,2129,30,4087.68,7954.39,3866.71,1.562,1.92,1.409,136.26,1.95,Review
CAMP_05847,TikTok,Lead Generation,Search,Mobile,Image,False,1,96079,1018,9,1150.34,5015.05,3864.71,1.06,1.13,0.884,127.82,4.36,Review
CAMP_09956,Instagram,Lead Generation,Search,Mobile,Video,False,4,28342,1063,8,1615.76,5468.85,3853.09,3.751,1.52,0.753,201.97,3.38,Review
CAMP_06690,Facebook,Brand Awareness,Display Network,Mobile,Carousel,False,3,82263,3153,15,3941.25,7792.97,3851.72,3.833,1.25,0.476,262.75,1.98,Review
CAMP_01177,LinkedIn,Conversions,Feed,Mobile,Interactive,False,2,27925,401,16,3673.16,7522.61,3849.45,1.436,9.16,3.99,229.57,2.05,Review
CAMP_02652,Google Ads,Lead Generation,Stories,Mobile,Image,False,1,59415,1069,31,3281.83,7130.68,3848.85,1.799,3.07,2.9,105.87,2.17,Review
CAMP_09329,Google Ads,Lead Generation,In-Stream Video,Tablet,Video,False,4,5978,109,3,400.03,4244.6,3844.57,1.823,3.67,2.752,133.34,10.61,Review
CAMP_09910,TikTok,Brand Awareness,Feed,Desktop,Video,True,2,500000,17921,198,32078.59,35919.16,3840.57,3.584,1.79,1.105,162.01,1.12,Review
CAMP_09396,LinkedIn,Brand Awareness,Stories,Desktop,Story,True,1,8140,445,25,2727.85,6563.66,3835.81,5.467,6.13,5.618,109.11,2.41,Review
CAMP_04379,Facebook,Brand Awareness,Feed,Desktop,Image,False,1,63370,1937,23,4997.46,8821.66,3824.2,3.057,2.58,1.187,217.28,1.77,Review
CAMP_03191,Twitter,Lead Generation,Search,Desktop,Carousel,True,1,93896,1072,16,1725.92,5544.36,3818.44,1.142,1.61,1.493,107.87,3.21,Review
CAMP_05747,LinkedIn,Conversions,Feed,Desktop,Image,False,3,15943,252,6,1260.0,5074.33,3814.33,1.581,5.0,2.381,210.0,4.03,Review
CAMP_03419,Twitter,Lead Generation,Stories,Mobile,Video,False,1,67115,940,10,1316.0,5129.84,3813.84,1.401,1.4,1.064,131.6,3.9,Review
CAMP_08720,Instagram,Lead Generation,Feed,Mobile,Carousel,True,1,21114,766,15,1915.0,5728.2,3813.2,3.628,2.5,1.958,127.67,2.99,Review
CAMP_05725,Instagram,Brand Awareness,Search,Desktop,Text,False,3,47742,565,8,819.25,4630.82,3811.57,1.183,1.45,1.416,102.41,5.65,Review
CAMP_09459,Google Ads,Conversions,Search,Mobile,Video,False,1,25500,417,12,1217.64,5028.83,3811.19,1.635,2.92,2.878,101.47,4.13,Review
CAMP_04713,LinkedIn,Lead Generation,Search,Mobile,Image,False,3,16156,200,7,1472.0,5280.73,3808.73,1.238,7.36,3.5,210.29,3.59,Review
CAMP_02190,Facebook,Conversions,Search,Mobile,Image,False,3,79522,666,13,1958.04,5760.83,3802.79,0.838,2.94,1.952,150.62,2.94,Review
CAMP_02405,Instagram,Conversions,Feed,Mobile,Image,False,1,28613,860,10,2003.8,5801.26,3797.46,3.006,2.33,1.163,200.38,2.9,Review
CAMP_08388,Google Ads,Lead Generation,Feed,Tablet,Interactive,True,3,88942,1489,46,7236.54,11029.93,3793.39,1.674,4.86,3.089,157.32,1.52,Review
CAMP_07132,Google Ads,Lead Generation,Search,Mobile,Image,False,4,45668,1530,43,9195.3,12981.33,3786.03,3.35,6.01,2.81,213.84,1.41,Review
CAMP_02577,Google Ads,Engagement,Feed,Desktop,Image,False,2,17576,320,10,1843.2,5626.4,3783.2,1.821,5.76,3.125,184.32,3.05,Review
CAMP_08309,Facebook,Lead Generation,Search,Mobile,Video,False,3,38440,759,15,1662.21,5435.14,3772.93,1.975,2.19,1.976,110.81,3.27,Review
CAMP_06808,Instagram,Lead Generation,Stories,Mobile,Text,False,3,236371,2223,13,6824.61,10583.51,3758.9,0.94,3.07,0.585,524.97,1.55,Review
CAMP_04955,LinkedIn,Lead Generation,Stories,Mobile,Interactive,False,3,44014,1040,14,7051.2,10806.14,3754.94,2.363,6.78,1.346,503.66,1.53,Review
CAMP_00539,LinkedIn,Lead Generation,Feed,Mobile,Video,True,1,5000,180,9,1425.6,5180.52,3754.92,3.6,7.92,5.0,158.4,3.63,Review
CAMP_01232,LinkedIn,Lead Generation,Feed,Mobile,Image,False,1,29209,354,4,1695.66,5447.3,3751.64,1.212,4.79,1.13,423.92,3.21,Review
CAMP_05030,Facebook,Brand Awareness,Feed,Tablet,Image,False,3,65711,1484,11,1929.2,5672.28,3743.08,2.258,1.3,0.741,175.38,2.94,Review
CAMP_04071,Facebook,Lead Generation,Sidebar,Tablet,Carousel,False,1,36539,626,8,1032.9,4774.29,3741.39,1.713,1.65,1.278,129.11,4.62,Review
CAMP_02410,Instagram,Lead Generation,Stories,Mobile,Image,False,3,269288,4095,58,6552.0,10280.13,3728.13,1.521,1.6,1.416,112.97,1.57,Review
CAMP_08899,Google Ads,Brand Awareness,Feed,Mobile,Video,False,3,188265,2347,21,4999.11,8718.07,3718.96,1.247,2.13,0.895,238.05,1.74,Review
CAMP_09367,Instagram,Lead Generation,Feed,Tablet,Image,False,2,43253,772,15,1713.84,5427.11,3713.27,1.785,2.22,1.943,114.26,3.17,Review
CAMP_01035,TikTok,Brand Awareness,Feed,Mobile,Interactive,True,2,163002,2475,18,4999.5,8705.7,3706.2,1.518,2.02,0.727,277.75,1.74,Review
CAMP_02511,Facebook,Brand Awareness,Stories,Mobile,Image,False,1,14637,636,6,1068.48,4772.5,3704.02,4.345,1.68,0.943,178.08,4.47,Review
CAMP_00603,LinkedIn,Brand Awareness,Sidebar,Mobile,Text,False,2,22659,244,7,1442.04,5137.92,3695.88,1.077,5.91,2.869,206.01,3.56,Review
CAMP_05380,Google Ads,Lead Generation,Feed,Mobile,Video,True,2,46182,1483,59,9046.3,12734.22,3687.92,3.211,6.1,3.978,153.33,1.41,Review
CAMP_00968,LinkedIn,Lead Generation,Stories,Mobile,Image,False,2,5000,114,6,818.52,4503.11,3684.59,2.28,7.18,5.263,136.42,5.5,Review
CAMP_05435,Facebook,Conversions,Display Network,Mobile,Image,False,4,22050,530,10,1245.5,4927.18,3681.68,2.404,2.35,1.887,124.55,3.96,Review
CAMP_06635,Facebook,Conversions,In-Stream Video,Mobile,Video,False,1,18816,827,19,2605.05,6286.2,3681.15,4.395,3.15,2.297,137.11,2.41,Review
CAMP_05811,Google Ads,Brand Awareness,Search,Desktop,Video,False,4,19617,889,25,4996.18,8675.32,3679.14,4.532,5.62,2.812,199.85,1.74,Review
CAMP_06342,TikTok,Conversions,In-Stream Video,Mobile,Video,False,4,73126,1502,9,3454.6,7127.15,3672.55,2.054,2.3,0.599,383.84,2.06,Review
CAMP_00396,TikTok,Engagement,Stories,Mobile,Image,False,4,37097,678,7,1396.68,5068.52,3671.84,1.828,2.06,1.032,199.53,3.63,Review
CAMP_07765,Google Ads,Conversions,Display Network,Mobile,Interactive,False,2,38232,779,14,1589.16,5248.9,3659.74,2.038,2.04,1.797,113.51,3.3,Review
CAMP_06818,Google Ads,Engagement,Feed,Desktop,Image,False,4,34663,1033,42,4844.77,8497.62,3652.85,2.98,4.69,4.066,115.35,1.75,Review
CAMP_04197,Google Ads,Brand Awareness,Search,Mobile,Video,True,3,37240,656,9,4998.72,8647.84,3649.12,1.762,7.62,1.372,555.41,1.73,Review
CAMP_03342,Google Ads,Conversions,Search,Mobile,Image,False,2,170774,2542,24,8007.3,11655.83,3648.53,1.489,3.15,0.944,333.64,1.46,Review
CAMP_03121,LinkedIn,Lead Generation,Display Network,Tablet,Image,True,1,22546,457,15,3157.87,6798.53,3640.66,2.027,6.91,3.282,210.52,2.15,Review
CAMP_01714,Facebook,Lead Generation,Feed,Mobile,Image,False,4,28238,573,13,1759.11,5396.99,3637.88,2.029,3.07,2.269,135.32,3.07,Review
CAMP_06486,LinkedIn,Lead Generation,Feed,Desktop,Image,True,1,44012,248,11,1959.2,5596.46,3637.26,0.563,7.9,4.435,178.11,2.86,Review
CAMP_06382,LinkedIn,Lead Generation,Display Network,Mobile,Video,False,1,10522,324,8,1775.52,5405.36,3629.84,3.079,5.48,2.469,221.94,3.04,Review
CAMP_02194,LinkedIn,Conversions,Feed,Mobile,Image,False,2,24015,411,10,1652.22,5277.16,3624.94,1.711,4.02,2.433,165.22,3.19,Review
CAMP_07425,Facebook,Lead Generation,Search,Desktop,Video,False,3,13312,425,12,1589.5,5212.62,3623.12,3.193,3.74,2.824,132.46,3.28,Review
CAMP_08567,TikTok,App Installs,Display Network,Mobile,Image,False,1,30501,716,8,1353.24,4976.31,3623.07,2.347,1.89,1.117,169.16,3.68,Review
CAMP_06000,Twitter,Brand Awareness,Display Network,Mobile,Image,False,4,48961,1284,6,885.96,4508.04,3622.08,2.622,0.69,0.467,147.66,5.09,Review
CAMP_06515,Twitter,Lead Generation,Feed,Tablet,Image,False,2,196407,3640,69,8335.6,11957.64,3622.04,1.853,2.29,1.896,120.81,1.43,Review
CAMP_05008,LinkedIn,Conversions,Feed,Tablet,Carousel,False,3,23100,410,9,4059.0,7678.92,3619.92,1.775,9.9,2.195,451.0,1.89,Review
CAMP_04446,Facebook,Engagement,Display Network,Mobile,Image,False,4,38169,1607,28,3792.52,7409.94,3617.42,4.21,2.36,1.742,135.45,1.95,Review
CAMP_00014,Facebook,Lead Generation,Feed,Mobile,Image,True,3,5697,84,3,341.88,3956.75,3614.87,1.474,4.07,3.571,113.96,11.57,Review
CAMP_07556,Google Ads,Lead Generation,Feed,Mobile,Video,False,2,54815,919,23,4411.2,8024.79,3613.59,1.677,4.8,2.503,191.79,1.82,Review
CAMP_07664,Instagram,Lead Generation,Feed,Mobile,Video,False,2,5000,282,5,713.46,4326.07,3612.61,5.64,2.53,1.773,142.69,6.06,Review
CAMP_06405,Twitter,Brand Awareness,Stories,Desktop,Interactive,False,3,62479,1189,12,3364.87,6968.91,3604.04,1.903,2.83,1.009,280.41,2.07,Review
CAMP_05114,Google Ads,Conversions,Search,Mobile,Video,False,3,146781,3311,56,19998.44,23602.31,3603.87,2.256,6.04,1.691,357.11,1.18,Review
CAMP_01362,Facebook,Lead Generation,Feed,Mobile,Interactive,False,4,6330,282,6,626.04,4206.3,3580.26,4.455,2.22,2.128,104.34,6.72,Review
CAMP_06870,LinkedIn,Engagement,Display Network,Mobile,Carousel,True,2,11786,489,10,2347.2,5920.92,3573.72,4.149,4.8,2.045,234.72,2.52,Review
CAMP_05853,Google Ads,App Installs,Stories,Tablet,Video,False,1,20387,364,15,2700.88,6272.07,3571.19,1.785,7.42,4.121,180.06,2.32,Review
CAMP_01877,TikTok,Conversions,Search,Mobile,Story,True,3,96628,2912,24,6260.8,9830.52,3569.72,3.014,2.15,0.824,260.87,1.57,Review
CAMP_00425,TikTok,Brand Awareness,In-Stream Video,Mobile,Carousel,False,4,55156,2824,12,2993.44,6559.84,3566.4,5.12,1.06,0.425,249.45,2.19,Review
CAMP_07471,TikTok,Conversions,Display Network,Tablet,Carousel,True,2,87590,2012,21,3219.2,6769.18,3549.98,2.297,1.6,1.044,153.3,2.1,Review
CAMP_04473,Google Ads,Lead Generation,Display Network,Desktop,Image,True,2,29363,434,21,3506.72,7053.66,3546.94,1.478,8.08,4.839,166.99,2.01,Review
CAMP_06713,Facebook,Conversions,Stories,Mobile,Video,False,4,17511,457,4,452.43,3998.45,3546.02,2.61,0.99,0.875,113.11,8.84,Review
CAMP_08757,Google Ads,Lead Generation,Feed,Mobile,Story,False,2,83949,1768,62,7938.32,11483.86,3545.54,2.106,4.49,3.507,128.04,1.45,Review
CAMP_09505,Facebook,Lead Generation,Stories,Mobile,Video,False,4,12765,369,5,830.25,4370.06,3539.81,2.891,2.25,1.355,166.05,5.26,Review
CAMP_01798,Facebook,Brand Awareness,In-Stream Video,Mobile,Video,True,3,30551,814,10,1375.66,4908.89,3533.23,2.664,1.69,1.229,137.57,3.57,Review
CAMP_05498,Google Ads,App Installs,Feed,Mobile,Carousel,True,4,16766,426,13,2509.14,6041.28,3532.14,2.541,5.89,3.052,193.01,2.41,Review
CAMP_02099,TikTok,Conversions,Search,Mobile,Interactive,True,3,99663,1222,14,1686.36,5209.93,3523.57,1.226,1.38,1.146,120.45,3.09,Review
CAMP_00204,Facebook,App Installs,Feed,Mobile,Video,False,4,36993,1672,16,4815.36,8333.95,3518.59,4.52,2.88,0.957,300.96,1.73,Review
CAMP_02169,LinkedIn,Conversions,Feed,Desktop,Video,False,1,21228,791,45,4999.12,8510.19,3511.07,3.726,6.32,5.689,111.09,1.7,Review
CAMP_09432,Google Ads,Brand Awareness,Sidebar,Desktop,Image,False,2,62152,871,17,4999.54,8506.91,3507.37,1.401,5.74,1.952,294.09,1.7,Review
CAMP_03035,Google Ads,Lead Generation,Feed,Tablet,Video,False,4,22380,645,18,4992.3,8497.4,3505.1,2.882,7.74,2.791,277.35,1.7,Review
CAMP_03990,Google Ads,App Installs,Feed,Mobile,Video,False,2,6608,193,7,1015.18,4518.44,3503.26,2.921,5.26,3.627,145.03,4.45,Review
CAMP_03586,Google Ads,Lead Generation,Feed,Mobile,Video,False,4,32273,1165,23,4997.85,8500.82,3502.97,3.61,4.29,1.974,217.3,1.7,Review
CAMP_05065,Google Ads,Conversions,Search,Desktop,Carousel,False,4,9605,303,14,1684.68,5180.24,3495.56,3.155,5.56,4.62,120.33,3.07,Review
CAMP_07703,Facebook,Conversions,Display Network,Mobile,Carousel,True,3,32950,749,5,883.82,4370.9,3487.08,2.273,1.18,0.668,176.76,4.95,Review
CAMP_08681,Google Ads,Brand Awareness,Stories,Tablet,Image,False,4,25716,731,4,1571.65,5054.04,3482.39,2.843,2.15,0.547,392.91,3.22,Review
CAMP_07911,Google Ads,App Installs,Display Network,Mobile,Video,False,2,26082,496,10,2018.72,5472.86,3454.14,1.902,4.07,2.016,201.87,2.71,Review
CAMP_09299,Facebook,Engagement,Search,Mobile,Carousel,False,2,34435,1127,11,1566.53,5020.11,3453.58,3.273,1.39,0.976,142.41,3.2,Review
CAMP_03172,Facebook,Lead Generation,Feed,Mobile,Video,True,2,96068,841,15,1639.95,5091.42,3451.47,0.875,1.95,1.784,109.33,3.1,Review
CAMP_06005,Instagram,Brand Awareness,Stories,Mobile,Image,False,4,54243,834,21,2727.18,6175.86,3448.68,1.538,3.27,2.518,129.87,2.26,Review
CAMP_04701,Instagram,Lead Generation,Display Network,Desktop,Image,False,1,59593,943,12,1753.98,5198.26,3444.28,1.582,1.86,1.273,146.16,2.96,Review
CAMP_05807,Google Ads,Lead Generation,Sidebar,Desktop,Text,False,1,33497,765,20,6854.4,10290.59,3436.19,2.284,8.96,2.614,342.72,1.5,Review
CAMP_09741,Facebook,Brand Awareness,Search,Desktop,Carousel,False,2,31658,1480,17,3359.6,6792.76,3433.16,4.675,2.27,1.149,197.62,2.02,Review
CAMP_01774,Google Ads,Engagement,Stories,Desktop,Image,False,2,45124,1570,45,5557.8,8988.9,3431.1,3.479,3.54,2.866,123.51,1.62,Review
CAMP_02249,Google Ads,Conversions,Display Network,Desktop,Video,False,1,64653,1240,37,4997.2,8421.72,3424.52,1.918,4.03,2.984,135.06,1.69,Review
CAMP_01071,Google Ads,Lead Generation,Feed,Mobile,Image,False,1,37030,929,13,3223.63,6643.08,3419.45,2.509,3.47,1.399,247.97,2.06,Review
CAMP_04553,TikTok,Brand Awareness,Search,Tablet,Video,False,4,39271,1101,12,2003.82,5422.05,3418.23,2.804,1.82,1.09,166.98,2.71,Review
CAMP_08966,Google Ads,Conversions,Search,Tablet,Video,False,2,5000,206,7,879.62,4294.81,3415.19,4.12,4.27,3.398,125.66,4.88,Review
CAMP_07551,Facebook,Engagement,Search,Mobile,Image,False,4,40154,2830,41,5914.7,9324.34,3409.64,7.048,2.09,1.449,144.26,1.58,Review
CAMP_05142,Instagram,Brand Awareness,Search,Mobile,Image,False,1,42855,538,5,602.56,4011.73,3409.17,1.255,1.12,0.929,120.51,6.66,Review
CAMP_05304,Facebook,App Installs,Feed,Tablet,Interactive,True,4,20229,279,3,518.94,3925.33,3406.39,1.379,1.86,1.075,172.98,7.56,Review
CAMP_09579,Facebook,Brand Awareness,Feed,Desktop,Video,False,2,8616,378,6,982.8,4381.47,3398.67,4.387,2.6,1.587,163.8,4.46,Review
CAMP_09108,Google Ads,Conversions,Display Network,Desktop,Image,False,2,29704,247,6,913.9,4302.13,3388.23,0.832,3.7,2.429,152.32,4.71,Review
CAMP_08453,LinkedIn,Conversions,Search,Mobile,Video,False,3,5000,346,7,1778.44,5166.01,3387.57,6.92,5.14,2.023,254.06,2.9,Review
CAMP_05605,Google Ads,Brand Awareness,Search,Mobile,Video,True,4,5000,242,7,699.38,4086.54,3387.16,4.84,2.89,2.893,99.91,5.84,Review
CAMP_04809,LinkedIn,Lead Generation,Stories,Tablet,Text,False,3,143862,1638,18,5176.08,8560.77,3384.69,1.139,3.16,1.099,287.56,1.65,Review
CAMP_08874,Google Ads,Brand Awareness,Feed,Desktop,Carousel,True,4,20042,558,24,4994.1,8369.18,3375.08,2.784,8.95,4.301,208.09,1.68,Review
CAMP_04080,LinkedIn,Lead Generation,Feed,Mobile,Image,False,3,51119,878,10,2133.54,5502.59,3369.05,1.718,2.43,1.139,213.35,2.58,Review
CAMP_06772,Twitter,App Installs,Search,Mobile,Carousel,True,1,107836,775,5,1271.0,4636.08,3365.08,0.719,1.64,0.645,254.2,3.65,Review
CAMP_09618,Google Ads,Engagement,Stories,Mobile,Story,False,1,29855,396,11,1635.48,5000.18,3364.7,1.326,4.13,2.778,148.68,3.06,Review
CAMP_03692,Google Ads,Lead Generation,Feed,Tablet,Story,False,4,50047,1056,16,2471.04,5834.25,3363.21,2.11,2.34,1.515,154.44,2.36,Review
CAMP_09971,Facebook,Brand Awareness,Stories,Mobile,Video,False,2,54832,2937,35,4023.69,7383.78,3360.09,5.356,1.37,1.192,114.96,1.84,Review
CAMP_04107,LinkedIn,Engagement,Display Network,Tablet,Video,False,4,120576,1116,17,6294.24,9654.18,3359.94,0.926,5.64,1.523,370.25,1.53,Review
CAMP_04413,LinkedIn,Conversions,Display Network,Desktop,Interactive,False,4,6047,213,15,1610.28,4962.83,3352.55,3.522,7.56,7.042,107.35,3.08,Review
CAMP_04134,Facebook,Conversions,Search,Tablet,Carousel,False,4,15148,207,4,577.53,3928.03,3350.5,1.367,2.79,1.932,144.38,6.8,Review
CAMP_04620,Facebook,App Installs,Stories,Tablet,Image,False,3,117657,1263,10,1048.29,4397.13,3348.84,1.073,0.83,0.792,104.83,4.19,Review
CAMP_02735,Google Ads,Engagement,Search,Mobile,Carousel,False,2,151700,2076,8,2325.12,5671.6,3346.48,1.368,1.12,0.385,290.64,2.44,Review
CAMP_08910,Google Ads,Engagement,Stories,Desktop,Video,False,3,12094,258,14,1953.06,5299.15,3346.09,2.133,7.57,5.426,139.5,2.71,Review
CAMP_02313,Facebook,Lead Generation,Feed,Mobile,Image,False,1,26723,307,4,749.08,4081.05,3331.97,1.149,2.44,1.303,187.27,5.45,Review
CAMP_05483,LinkedIn,Lead Generation,Feed,Mobile,Video,True,2,24890,663,28,3533.79,6864.01,3330.22,2.664,5.33,4.223,126.21,1.94,Review
CAMP_01455,Instagram,Brand Awareness,Search,Desktop,Text,False,2,257839,3319,44,8994.49,12315.75,3321.26,1.287,2.71,1.326,204.42,1.37,Review
CAMP_09631,Facebook,Brand Awareness,In-Stream Video,Desktop,Image,False,2,12566,380,13,1326.2,4643.97,3317.77,3.024,3.49,3.421,102.02,3.5,Review
CAMP_00722,Google Ads,Brand Awareness,Feed,Desktop,Text,False,3,61632,610,12,3397.7,6715.44,3317.74,0.99,5.57,1.967,283.14,1.98,Review
CAMP_07356,Facebook,Conversions,Display Network,Mobile,Story,False,4,22526,1015,36,3999.1,7316.67,3317.57,4.506,3.94,3.547,111.09,1.83,Review
CAMP_00394,Facebook,Conversions,Display Network,Mobile,Image,True,4,137102,668,7,1062.12,4376.11,3313.99,0.487,1.59,1.048,151.73,4.12,Review
CAMP_07744,Twitter,Lead Generation,Display Network,Mobile,Image,False,2,38608,1257,6,2136.9,5448.44,3311.54,3.256,1.7,0.477,356.15,2.55,Review
CAMP_03308,Instagram,Brand Awareness,Feed,Mobile,Image,False,2,74280,1389,5,4055.88,7354.48,3298.6,1.87,2.92,0.36,811.18,1.81,Review
CAMP_09305,TikTok,Conversions,Stories,Mobile,Carousel,False,2,40953,1089,8,1731.51,5027.12,3295.61,2.659,1.59,0.735,216.44,2.9,Review
CAMP_02216,Facebook,Lead Generation,In-Stream Video,Mobile,Carousel,True,1,49941,490,12,1460.2,4750.94,3290.74,0.981,2.98,2.449,121.68,3.25,Review
CAMP_08555,Facebook,Lead Generation,Search,Mobile,Video,False,1,31326,422,4,974.82,4259.6,3284.78,1.347,2.31,0.948,243.7,4.37,Review
CAMP_05191,Instagram,Lead Generation,In-Stream Video,Mobile,Story,False,1,62890,816,11,3459.84,6744.24,3284.4,1.298,4.24,1.348,314.53,1.95,Review
CAMP_00725,LinkedIn,Conversions,Feed,Mobile,Image,False,1,40808,967,17,5956.72,9236.93,3280.21,2.37,6.16,1.758,350.4,1.55,Review
CAMP_01654,Google Ads,Lead Generation,Feed,Mobile,Carousel,True,4,37575,905,40,4995.6,8273.03,3277.43,2.409,5.52,4.42,124.89,1.66,Review
CAMP_00517,LinkedIn,Lead Generation,Feed,Mobile,Interactive,False,2,31889,672,19,3333.12,6596.45,3263.33,2.107,4.96,2.827,175.43,1.98,Review
CAMP_04673,Google Ads,Conversions,Stories,Mobile,Text,False,4,37079,336,6,675.36,3932.17,3256.81,0.906,2.01,1.786,112.56,5.82,Review
CAMP_01062,Google Ads,Engagement,Stories,Tablet,Video,False,2,46983,920,16,1619.2,4871.52,3252.32,1.958,1.76,1.739,101.2,3.01,Review
CAMP_08417,Google Ads,Conversions,Feed,Mobile,Image,False,3,36441,1204,29,8199.24,11450.08,3250.84,3.304,6.81,2.409,282.73,1.4,Review
CAMP_06765,TikTok,Conversions,Feed,Mobile,Image,False,3,84135,1129,5,1027.39,4269.64,3242.25,1.342,0.91,0.443,205.48,4.16,Review
CAMP_07438,LinkedIn,Lead Generation,Display Network,Mobile,Video,False,2,5000,60,3,525.6,3767.65,3242.05,1.2,8.76,5.0,175.2,7.17,Review
CAMP_04702,Google Ads,Brand Awareness,Sidebar,Mobile,Video,True,4,75027,1519,36,4997.51,8237.36,3239.85,2.025,3.29,2.37,138.82,1.65,Review
CAMP_06634,Google Ads,Lead Generation,Search,Mobile,Video,True,2,11190,159,5,732.99,3971.96,3238.97,1.421,4.61,3.145,146.6,5.42,Review
CAMP_07661,Facebook,Brand Awareness,Feed,Tablet,Text,False,4,19828,303,3,560.55,3797.34,3236.79,1.528,1.85,0.99,186.85,6.77,Review
CAMP_01715,Google Ads,Brand Awareness,Display Network,Desktop,Image,False,4,34823,973,41,4436.88,7673.63,3236.75,2.794,4.56,4.214,108.22,1.73,Review
CAMP_03062,Google Ads,Brand Awareness,Stories,Mobile,Interactive,False,3,19614,594,13,2174.04,5407.8,3233.76,3.028,3.66,2.189,167.23,2.49,Review
CAMP_02850,Facebook,Lead Generation,Search,Desktop,Video,False,2,54860,1369,24,3983.79,7212.6,3228.81,2.495,2.91,1.753,165.99,1.81,Review
CAMP_04052,Facebook,Conversions,Feed,Tablet,Carousel,False,2,114456,870,11,1687.8,4914.57,3226.77,0.76,1.94,1.264,153.44,2.91,Review
CAMP_06041,Google Ads,Conversions,Feed,Tablet,Image,False,3,5287,178,5,726.24,3947.48,3221.24,3.367,4.08,2.809,145.25,5.44,Review
CAMP_07497,Facebook,Brand Awareness,Stories,Desktop,Video,False,3,167641,2548,20,2879.24,6098.79,3219.55,1.52,1.13,0.785,143.96,2.12,Review
CAMP_06987,Google Ads,Lead Generation,Search,Tablet,Text,True,2,46890,244,17,1883.68,5101.33,3217.65,0.52,7.72,6.967,110.8,2.71,Review
CAMP_07395,Facebook,Lead Generation,Feed,Mobile,Video,False,3,102472,1850,21,4865.5,8083.13,3217.63,1.805,2.63,1.135,231.69,1.66,Review
CAMP_04604,Google Ads,Lead Generation,In-Stream Video,Mobile,Interactive,False,2,24254,626,6,3518.12,6733.8,3215.68,2.581,5.62,0.958,586.35,1.91,Review
CAMP_09293,TikTok,Lead Generation,Display Network,Mobile,Image,False,4,27521,801,8,1481.85,4694.82,3212.97,2.911,1.85,0.999,185.23,3.17,Review
